name,rating,review_text,aspect1,aspect2,aspect3,idx,mecab_token,komoran_token,okt_token
술아원,2,국화향을 기대했으나 국화꽃 향은 거의 없고 그냥 전통주 의향과 맛이었습니다 전통주보다는 국화향을 기대했었는데 그 점이 아쉬웠습니다 번창하십시오,specific_flavor_smell,,,252953,"['국화', '향', '기대', '했으나', '국화꽃', '향', '거의', '없', '그냥', '전통주', '의향', '맛', '이', '전통주', '국화', '향', '기대', '했었', '그', '점', '아쉬웠', '번창', '십시오']","['국화', '향', '기대', '국화꽃', '향', '거의', '없', '그냥', '전통주', '의향', '맛', '이', '전통주', '국화', '향', '기대', '그', '점', '아쉽', '번창']","['국화', '향', '을', '기대했으나', '국화', '꽃', '향', '은', '거의', '없고', '그냥', '전통주', '의향', '과', '맛', '이었습니다', '전통주', '보다는', '국화', '향', '을', '기대했었는데', '그', '점', '이', '아쉬웠습니다', '번창', '하십시오']"
우희열 한산소곡주,2,한 달 사용기 예전에 먹을 때라 맛이 다르다 네 글니글해진 느낌,abstract_flavor_smell,,,138471,"['한', '달', '사', '용기', '예전', '먹', '때', '라', '맛', '다르', '글', '니글', '해진', '느낌']","['한', '달', '사용', '이', '예전', '먹', '때', '이', '맛', '다르', '네', '글', '니', '글', '해진', '느낌']","['한', '달', '사', '용기', '예전', '에', '먹을', '때', '라', '맛', '이', '다르다', '네', '글', '니', '글', '해진', '느낌']"
이성우 계룡백일주,4,좋아요 배송 빠르고 이상 없이 왔습니다 선물용으로 괜찮은 거 같아요 맛은 이런 건 그냥 약주 다 하고 드시는 거 같은 ㅋㅋ,delivery,,,254118,"['좋', '배송', '빠르', '이상', '없이', '왔', '선물', '괜찮', '거', '같', '맛', '이런', '건', '그냥', '약주', '다', '하', '드', '거', '같']","['좋', '배', '송', '빠르', '이상', '없이', '오', '선물', '괜찮', '거', '같', '맛', '이런', '건', '그냥', '약주', '다', '하', '들', '거', '같']","['좋아요', '배송', '빠르고', '이상', '없이', '왔습니다', '선물', '용', '으로', '괜찮은', '거', '같아요', '맛', '은', '이런', '건', '그냥', '약주', '다', '하고', '드시는', '거', '같은']"
복순도가,4,잘 받았습니다 감사합니다,none,,,8484,"['잘', '받', '감사', '합니다']","['잘', '받', '감사']","['잘', '받았습니다', '감사합니다']"
고창선운산복분자주,3,장어랑 먹었는데 맛있어요,harmony_with_others,abstract_flavor_smell,,74080,"['장어', '먹', '맛있']","['장어', '먹', '맛있']","['장어', '랑', '먹었는데', '맛있어요']"
산막와이너리,1,알코올 냄새나고 완전 별로예요,specific_flavor_smell,,,194171,"['알코올', '냄새나', '완전', '별로', '예', '요']","['알코올', '냄새나', '완전', '별로', '예']","['알코올', '냄새', '나고', '완전', '별로', '예요']"
복순도가,3,포장에서 아이스팩이 터져서 물이 흥건했지만 ㅠ 제품은 좋았어요 포장에 신경 좀 써주세요 물바다가 되었네요,package,,,2569,"['포장', '아이스', '팩', '터져서', '물', '흥건', '했', '제품', '좋', '포장', '신경', '좀', '써', '주', '세요', '물바다', '되']","['포장', '아이스', '팩', '터지', '물', '흥건', '제품', '좋', '포장', '신경', '좀', '쓰', '주', '물바다', '되']","['포장', '에서', '아이스팩', '이', '터져서', '물이', '흥건', '했지만', '제품', '은', '좋았어요', '포장', '에', '신경', '좀', '써주세요', '물바다', '가', '되었네요']"
복순도가,4,한 달 사용기 복순도 가는 독보적이네요,none,,,34743,"['한', '달', '사', '용기', '복', '순도', '가', '독보', '이']","['한', '달', '사용', '이', '복', '순도', '가', '독보', '이']","['한', '달', '사', '용기', '복', '순도', '가는', '독보', '적이네요']"
산들벗,4,재구매 선물용으로 좋은 거 같아 여러 번 구매했습니다 정자 위 맛은 못 봤는데 후기들 보니 맛도 좋을 듯하네요,none,,,230918,"['재', '구매', '선물', '좋', '거', '같', '여러', '번', '구매', '했', '정자', '위', '맛', '못', '봤', '후기', '보', '맛', '좋', '듯']","['재', '구매', '선물', '좋', '거', '같', '여러', '번', '구매', '정자', '위', '맛', '못', '보', '후기', '보니', '맛', '좋', '듯']","['재구매', '선물', '용', '으로', '좋은', '거', '같아', '여러', '번', '구매', '했습니다', '정자', '위', '맛', '은', '못', '봤는데', '후기', '들', '보니', '맛', '도', '좋을', '듯', '하네요']"
대한주조,1,저는 그냥 느 아이 제일 그건 먹고 숙취가 없는데 이건 먹고 토하고 담 날까지 너무 힘들었어요 ㅠㅠ,abstract_flavor_smell,,,151272,"['저', '그냥', '느', '제일', '그건', '먹', '숙취', '없', '이건', '먹', '토하', '담', '날', '너무', '힘들']","['저', '그냥', '느', '아이', '제일', '그것', '먹', '숙취', '없', '이건', '먹', '토하', '담', '날', '너무', '힘들']","['저', '는', '그냥', '느', '아이', '제일', '그건', '먹고', '숙취', '가', '없는데', '이건', '먹고', '토', '하고', '담', '날', '까지', '너무', '힘들었어요']"
붉은 진주 레드와인,2,무주 갔다 사온 붉은 레드와인 맛이랑 다르네요,none,,,228214,"['무주', '갔', '사온', '붉', '레드와인', '맛', '다르']","['무주', '가', '사온', '붉', '레드', '와인', '맛', '이랑', '다르']","['무주', '갔다', '사온', '붉은', '레드와인', '맛', '이랑', '다르네요']"
유청길명인 부산금정산성막걸리,4,괜찮네요 술집에서 파는 그 맛 그대로,abstract_flavor_smell,,,127429,"['괜찮', '술집', '파', '그', '맛', '그대로']","['괜찮', '술집', '팔', '그', '맛', '그대로']","['괜찮네요', '술집', '에서', '파는', '그', '맛', '그대로']"
우희열 한산소곡주,2,우리 정통 주라서 그나마 참고 마시다가 도저히 다 마시지 못했습니다 우선 증류주인데 맛이 너무 탁합니다 병 뒤쪽 재료를 보니 탁한 맛이 나는 게 당연하겠더군요 입에 머금었을 때 맛은 쿰쿰하며 향 또한 쿰쿰합니다 그 뒤에 알코올이 느껴지는데 목 넘김이 그리 좋지 않습니다 기대가 커서 그런지 아쉬움도 크군요 더 보기,abstract_flavor_smell,,,177872,"['우리', '정통', '주', '그나마', '참고', '마시', '도저히', '다', '마시', '못했', '우선', '증류주', '인데', '맛', '너무', '탁', '합니다', '병', '뒤쪽', '재료', '보', '탁한', '맛', '나', '게', '당연', '입', '머금', '때', '맛', '쿰쿰', '향', '쿰쿰', '합니다', '그', '뒤', '알코올', '느껴', '지', '목', '넘김', '그리', '좋', '않', '기대', '커서', '그런지', '아쉬움', '크', '더', '보']","['우리', '정통', '주', '그나마', '참', '마시', '도저히', '다', '마시', '못하', '우선', '증류주', '이', '맛', '너무', '탁하', '병', '뒤쪽', '재료', '보니', '탁하', '맛', '나', '게', '당연', '입', '머금', '때', '맛', '향', '그', '뒤', '알코올', '느끼', '지', '목', '넘기', '그리', '좋', '않', '기대', '커서', '그런지', '아쉬움', '크', '더', '보']","['우리', '정통', '주', '라서', '그나마', '참고', '마시다가', '도저히', '다', '마시지', '못', '했습니다', '우선', '증류주', '인데', '맛', '이', '너무', '탁합니다', '병', '뒤쪽', '재료', '를', '보니', '탁한', '맛', '이', '나', '는', '게', '당연하겠더군요', '입', '에', '머금었', '을', '때', '맛', '은', '쿰쿰하며', '향', '또한', '쿰쿰합니다', '그', '뒤', '에', '알코올', '이', '느껴지는데', '목', '넘김', '이', '그리', '좋지', '않습니다', '기대', '가', '커서', '그런지', '아쉬움', '도', '크군요', '더', '보기']"
샤토미소 도란원,3,와인을 못 마셔서 누가 추천해줬는데요 소주를 못 마시는 저한테는 못 마이겠더라고 요 ᅲᅲ 간절히 간절히 바랬는데 ㅠ,none,,,160587,"['와인', '못', '마셔서', '누가', '추천', '해', '줬', '소주', '못', '마시', '저', '못', '마', '이', '요', '간절히', '간절히', '바랬']","['와인', '못', '마시', '누구', '추천', '주', '소주', '못', '마시', '저', '못', '마', '이', '요', '간절히', '간절히', '바', '하']","['와인', '을', '못', '마셔서', '누가', '추천', '해줬는데요', '소주', '를', '못', '마시는', '저', '한', '테', '는', '못', '마이', '겠더라고', '요', 'ᅲᅲ', '간절히', '간절히', '바랬는데']"
산막와이너리,1,한 달 사용 기 호기심에 구매했지만 해외 와인과 비교해서 가격은 비싸 고향의 수준은 많이 낮다는 시 이 평가해 봅니다,price,,,231873,"['한', '달', '사용', '기', '호기심', '구매', '했', '해외', '와인', '비교', '해서', '가격', '비싸', '고향', '수준', '많이', '낮', '시', '이', '평가', '해', '봅니다']","['한', '달', '사용', '기', '호기심', '구매', '해외', '와인', '비교', '가격', '비싸', '고향', '수준', '많이', '낮', '시', '이', '평가', '보']","['한', '달', '사용', '기', '호기심', '에', '구매', '했지만', '해외', '와인', '과', '비교', '해서', '가격', '은', '비싸', '고향', '의', '수준', '은', '많이', '낮다는', '시', '이', '평가', '해', '봅니다']"
복순도가,5,재구매 복 순도가 막걸리 정말 맛있어요 지난번 막걸리 좋아하시는 아빠 선물로 구매했다가 함께 마셨는데 진짜 맛있더라고요 이번에 시아버지도 드리려고 재구매했습니다 일단은 배송이 정말 총알배송이고 포장도 꼼꼼히 보내주시고 좋아요 저희 아빠는 지난번에 드시고는 지인들에게도 맛있다고 전파하셔서 지인분들도 많이 찾아 구매하셨다 하더라고요,delivery,abstract_flavor_smell,,3854,"['재', '구매', '복', '순도', '막걸리', '정말', '맛있', '지난번', '막걸리', '좋', '하', '아빠', '선물', '구매', '했', '함께', '마셨', '진짜', '맛있', '이번', '시아버지', '드리', '재', '구매', '했', '일단', '배송', '정말', '총알', '배송', '이', '포장', '꼼꼼히', '보내', '주', '좋', '저희', '아빠', '지난번', '드', '지인', '맛있', '전파', '셔서', '지인', '많이', '찾', '구매', '셨', '하']","['재', '구매', '복', '순도', '막걸리', '정말', '맛있', '지난번', '막걸리', '좋아하', '아빠', '선물', '구매', '함께', '마시', '진짜', '맛있', '이번', '시아버지', '드리', '재', '구매', '일단', '배', '송이', '정말', '총알', '배', '송이', '이', '포장', '꼼꼼히', '보내', '주', '좋', '저희', '아빠', '지난번', '들', '지인', '맛있', '전파', '지인', '분', '많이', '찾', '구매', '하']","['재구매', '복', '순도', '가', '막걸리', '정말', '맛있어요', '지난번', '막걸리', '좋아하시는', '아빠', '선물', '로', '구매', '했다가', '함께', '마셨는데', '진짜', '맛있더라고요', '이번', '에', '시아버지', '도', '드리려고', '재구매', '했습니다', '일단', '은', '배송', '이', '정말', '총알', '배송', '이고', '포장', '도', '꼼꼼히', '보내주시고', '좋아요', '저희', '아빠', '는', '지난번', '에', '드시고는', '지인', '들', '에게도', '맛있다고', '전파', '하셔서', '지인', '분들', '도', '많이', '찾아', '구매', '하셨다', '하더라고요']"
복순도가,3,와이프가 좋아해서 매번 시켜 먹는데요 이번에는 10 프로 행사라서 더 좋네요 물론 배송도 빠르고 포장도 꼼꼼해서 잘 받았습니다 전이랑 맛있게 잘 먹었어요,price,delivery,package,6008,"['와이프', '좋', '해서', '매번', '시켜', '먹', '이번', '10', '프로', '행사', '라서', '더', '좋', '물론', '배송', '빠르', '포장', '꼼꼼', '해서', '잘', '받', '전이', '맛있', '잘', '먹']","['와이프', '좋아하', '매번', '시키', '먹', '이번', '10', '프로', '행사', '이', '더', '좋', '물론', '배', '송도', '빠르', '포장', '꼼꼼', '잘', '받', '전', '이랑', '맛있', '잘', '먹']","['와이프', '가', '좋아해서', '매번', '시켜', '먹는데요', '이번', '에는', '10', '프로', '행사', '라서', '더', '좋네요', '물론', '배송', '도', '빠르고', '포장', '도', '꼼꼼해서', '잘', '받았습니다', '전이', '랑', '맛있게', '잘', '먹었어요']"
샤토미소 도란원,4,한 달 사용기,none,,,160113,"['한', '달', '사', '용기']","['한', '달', '사용', '이']","['한', '달', '사', '용기']"
복순도가,4,재구매 탄산 가득 맛도 최고 너무 맛있습니다 3통 set5번째 사 먹네요,specific_flavor_smell,,,16245,"['재', '구매', '탄산', '가득', '맛', '최고', '너무', '맛있', '3', '통', 'set', '5', '번', '사', '먹']","['재', '구매', '탄산', '가득', '맛', '최고', '너무', '맛있', '3', '통', 'set', '5', '번', '사', '먹']","['재구매', '탄산', '가득', '맛', '도', '최고', '너무', '맛있습니다', '3', '통', 'set', '5', '번째', '사', '먹네요']"
태평주가,4,손님들에게 대접했는데 다들 만족하시네요,none,,,198355,"['손님', '대접', '했', '다', '만족']","['손님', '대접', '다', '만족']","['손님', '들', '에게', '대접', '했는데', '다', '들', '만족하시네요']"
용두산조은술,1,205도 먹고 와 이건 더 먹을 자신이 없더라고요 당이 뭐 길래 진짜 ㅠㅠ당 줄여보겠다고 샀다가 제 입맛에 안 맞아서 호되게 당했지 뭐예요 꾹 참고 먹어봤지만 ㅋㅋㅋ 역시나 힘드네오ㅠㅠ 더 보기,abstract_flavor_smell,,,217949,"['205', '도', '먹', '와', '이건', '더', '먹', '자신', '없', '당', '길래', '진짜', '줄여', '보', '샀', '제', '입맛', '안', '맞', '호되', '당했', '뭐', '예요', '꾹', '참', '먹', '봤', '나', '힘드', '오', '더', '보']","['205', '먹', '오', '이건', '더', '먹', '자신', '없', '당', '뭐', '길', '진짜', '줄이', '보', '사', '제', '입맛', '안', '맞', '호되', '당하', '뭐', '예', '꾹', '참', '먹', '보', '더', '보']","['205', '도', '먹고', '와', '이건', '더', '먹을', '자신', '이', '없더라고요', '당', '이', '뭐', '길래', '진짜', '당', '줄여', '보겠다고', '샀다가', '제', '입맛', '에', '안', '맞아서', '호', '되게', '당했지', '뭐', '예요', '꾹', '참고', '먹어', '봤지만', '역시', '나', '힘드', '네오', '더', '보기']"
한강주조,3,패키지 예쁘고 만족해요 근데 막걸리가 샌 건지 병에 담을 때 옆으로 흐른 건지 모르겠지만 ㅠㅠ병들이 다 젖어 있어요 막걸리 냄새 진동 포장할 때 잘못된 건지 뭔지 암튼 포장하실 때 좀 더 확인 부탁드려요,abstract_flavor_smell,package,,51804,"['패키지', '예쁘', '만족', '해요', '막걸리', '샌', '건지', '병', '담', '때', '옆', '흐른', '건지', '모르', '병', '다', '젖', '있', '막걸리', '냄새', '진동', '포장', '할', '때', '잘못', '된', '건지', '뭔지', '포장', '실', '때', '좀', '더', '확인', '부탁', '드려요']","['패키지', '예쁘', '만족', '막걸리', '새', '걸', '병', '담', '때', '옆', '흐르', '걸', '모르', '다', '젖', '있', '막걸리', '냄새', '진동', '포장', '때', '잘못', '걸', '뭔', '지', '암', '트', '포장', '때', '좀', '더', '확인', '부탁', '드리']","['패키지', '예쁘고', '만족해요', '근데', '막걸리', '가', '샌', '건지', '병', '에', '담', '을', '때', '옆', '으로', '흐른', '건지', '모르겠지만', '병들이', '다', '젖어', '있어요', '막걸리', '냄새', '진동', '포장', '할', '때', '잘', '못', '된', '건지', '뭔', '지', '암튼', '포장', '하실', '때', '좀', '더', '확인', '부탁드려요']"
배상면주가 포천LB,3,항아리 이쁘고 맛은 그럭저럭 괜찮아요,package,abstract_flavor_smell,,155215,"['항아리', '이쁘', '맛', '그럭저럭', '괜찮']","['항아리', '이쁘', '맛', '그럭저럭', '괜찮']","['항아리', '이쁘고', '맛', '은', '그럭저럭', '괜찮아요']"
술아원,2,맛별로 에이 비싼 이유도 모르겠네요 시큼하고 막걸리가 아닌 과실맛 익어가는 맛 문의하니 당연하다는데 수 제 막걸리 안 먹어본 사람도 아니고 이건 배송이 상인데 다신 구매 X,price,specific_flavor_smell,,262828,"['맛', '에이', '비싼', '이유', '모르', '시큼', '막걸리', '아닌', '과실', '맛', '익', '가', '맛', '문의', '당연', '데', '수', '제', '막걸리', '안', '먹', '본', '사람', '아니', '이건', '배송', '상', '인데', '다신', '구매', 'X']","['맛', '비싸', '이유', '모르', '시큼', '막걸리', '아니', '과실', '맛', '익', '가', '맛', '문의', '당연', '수', '제', '막걸리', '안', '먹', '보', '사람', '아니', '이건', '배', '송이', '상인', '데', '다시', '구매', 'X']","['맛', '별로', '에이', '비싼', '이유', '도', '모르겠네요', '시큼하고', '막걸리', '가', '아닌', '과실', '맛', '익어가는', '맛', '문의', '하니', '당연하다는데', '수', '제', '막걸리', '안', '먹어', '본', '사람', '도', '아니고', '이건', '배송', '이', '상', '인데', '다신', '구매', 'X']"
가나다라브루어리,2,한 달 사용기 몇 캔은 그냥 보관 중에 갑자기 터져버렸어요 제가 너무 오래 보관한 것일까요,none,,,248999,"['한', '달', '사용', '몇', '캔', '그냥', '보관', '중', '갑자기', '터져', '버렸', '제', '너무', '오래', '보관', '한', '것', '일까요']","['한', '달', '사용', '이', '몇', '캔', '그냥', '보관', '중', '갑자기', '터지', '버리', '제가', '너무', '오래', '보관', '것', '이']","['한', '달', '사', '용기', '몇', '캔', '은', '그냥', '보관', '중', '에', '갑자기', '터져', '버렸어요', '제', '가', '너무', '오래', '보관', '한', '것', '일까', '요']"
남원 춘향골 술소리,5,마트에서 팔지도 않고 1년 전인가 2년 전인가 구매하려고 별의별 짓을 다 했는데 ㅜㅎㅎ 본사에 전화해서 구매하려고도 했고 근데 전화를 안 받더라 기요 해는 데 이번에 검색해보니 마침 네이버에 판매가 가능해서 당장 질렀습니다 잘 마실 게 용 더 보기,none,,,222322,"['마트', '팔', '않', '1', '년', '전', '인가', '2', '년', '전', '인가', '구매', '별의별', '짓', '다', '했', '본사', '전화', '해서', '구매', '했', '전화', '안', '받', '기요', '해', '데', '이번', '검색', '해', '보', '마침', '네이버', '판매', '가능', '해서', '당장', '질렀', '잘', '마실', '게', '용', '더', '보']","['마트', '팔', '않', '1', '년', '전', '인가', '2', '년', '전', '인가', '구매', '별의별', '짓', '다', '하', '본사', '전화', '구매', '하', '전화', '안', '받', '기요', '하', '데', '이번', '검색', '보', '마침', '네이버', '판매', '가능', '당장', '지르', '잘', '마시', '게', '용', '더', '보']","['마트', '에서', '팔지', '도', '않고', '1년', '전인', '가', '2년', '전인', '가', '구매', '하려고', '별의별', '짓', '을', '다', '했는데', '본사', '에', '전화해서', '구매', '하려고도', '했고', '근데', '전화', '를', '안', '받더라', '기요', '해', '는', '데', '이번', '에', '검색', '해보니', '마침', '네이버', '에', '판매', '가', '가능해서', '당장', '질렀습니다', '잘', '마실', '게', '용', '더', '보기']"
배혜정도가,5,정말 부드럽고 목 넘김이 좋네요,abstract_flavor_smell,,,224414,"['정말', '부드럽', '목', '넘김', '좋']","['정말', '부드럽', '목', '넘기', '좋']","['정말', '부드럽고', '목', '넘김', '이', '좋네요']"
신평양조장,4,맛이 아주 좋았습니다,abstract_flavor_smell,,,233256,"['맛', '아주', '좋']","['맛', '아주', '좋']","['맛', '이', '아주', '좋았습니다']"
복순도가,1,한 달 사용기 맛이 예전만 못하네요 탄산감도 평범 하도 떫은 것이 평범한 막걸리에 가까워졌어요 예전 엔 진짜 맛이었는데 맛이 변한 건지 퀄리티가 변한 건지,specific_flavor_smell,,,36223,"['한', '달', '사', '용기', '맛', '예전', '못하', '탄산', '평범', '하도', '떫', '것', '평범', '한', '막걸리', '가까워졌', '예전', '엔', '진짜', '맛', '이', '맛', '변한', '건지', '퀄리티', '변한', '건지']","['한', '달', '사용', '이', '맛', '예전', '못하', '탄산', '감', '평범', '하도', '떫', '것', '평범', '막걸리', '가깝', '지', '예전', '엔', '진짜', '맛', '이', '맛', '변하', '걸', '변하', '걸']","['한', '달', '사', '용기', '맛', '이', '예전', '만', '못', '하네요', '탄산', '감도', '평범', '하도', '떫', '은', '것', '이', '평범한', '막걸리', '에', '가까워졌어요', '예전', '엔', '진짜', '맛', '이었는데', '맛', '이', '변한', '건지', '퀄리티', '가', '변한', '건지']"
1932포천일동막걸리,3,명성 가격 대비 제 입 맛에는 그다지 마시고 난 후 잔 감이 많아서,price,abstract_flavor_smell,,91825,"['명성', '가격', '대비', '제', '입', '맛', '그다지', '마시', '난', '후', '잔', '감', '많']","['명성', '가격', '대비', '제', '입', '맛', '그다지', '마시', '나', '후', '자', '감', '많']","['명성', '가격', '대비', '제', '입', '맛', '에는', '그다지', '마시고', '난', '후', '잔', '감', '이', '많아서']"
샤토미소 도란원,1,우선 색이 놈이 뻐여 맛도 좋고요 단골 네 될 듯,abstract_flavor_smell,,,200748,"['우선', '색이', '놈', '맛', '좋', '요', '단골', '될', '듯']","['우선', '색', '놈', '맛', '좋', '단골', '네', '되', '듯']","['우선', '색', '이', '놈', '이', '뻐', '여', '맛', '도', '좋고요', '단골', '네', '될', '듯']"
복순도가,2,너무 달아요 ㅠㅠ가격도 사악함,specific_flavor_smell,price,,37531,"['너무', '달', '가격', '사악', '함']","['너무', '달', '사악']","['너무', '달아요', '가격', '도', '사악함']"
배상면주가 고창LB,2,배달이 된 건지 안된 건지 알 수가 없네요,delivery,,,187209,"['배달', '된', '건지', '안', '된', '건지', '알', '수', '없']","['배달', '되', '걸', '안', '걸', '알', '수', '없']","['배달', '이', '된', '건지', '안된', '건지', '알', '수가', '없네요']"
박재서 안동소주,3,한 달 사용기 재 구매 아직 남아있습니다 잘 먹었습니다 포장은 튼튼한 편이었고요 잔이 세트로 구비되어 있으며 더 좋겠습니다,package,,,148619,"['한', '달', '사용', '재', '구매', '아직', '남', '있', '잘', '먹', '포장', '튼튼', '한', '편', '이', '요', '잔', '세트', '구비', '있', '더', '좋']","['한', '달', '사용', '이', '재', '구매', '아직', '남', '있', '잘 먹었습니다', '포장', '튼튼', '편', '이', '잔', '세트', '구비', '있', '더', '좋']","['한', '달', '사', '용기', '재', '구매', '아직', '남아있습니다', '잘', '먹었습니다', '포장', '은', '튼튼한', '편이었고요', '잔', '이', '세트', '로', '구비', '되어', '있으며', '더', '좋겠습니다']"
용두산조은술,2,지역 막걸리보다 일단 발효가 덜한 지 맹숭맹숭합니다,abstract_flavor_smell,,,191386,"['지역', '막걸리', '일단', '발효', '덜한', '지', '맹숭맹숭', '합니다']","['지역', '막걸리', '일단', '발효', '덜하', '지', '맹숭맹숭']","['지역', '막걸리', '보다', '일단', '발효', '가', '덜한', '지', '맹숭맹숭합니', '다']"
박재서 안동소주,5,배송 빠르네요,delivery,,,115422,"['배송', '빠르']","['배', '송', '빠르']","['배송', '빠르네요']"
술샘,1,한 달 사용 기선 결제하고 몇 달 기다려 먹을 만한 맛은 아닌 듯,abstract_flavor_smell,,,136856,"['한', '달', '사용', '기선', '결제', '몇', '달', '기다려', '먹', '만', '한', '맛', '아닌', '듯']","['한', '달', '사용', '기선', '결제', '몇', '달', '기다리', '먹', '만', '맛', '아니', '듯']","['한', '달', '사용', '기선', '결제', '하고', '몇', '달', '기다려', '먹을', '만', '한', '맛', '은', '아닌', '듯']"
어떤하루 by녹동양조장,5,가격은 좀 있지만 맛있어요 자주 사 먹지는 못하겠지만 좋은 상품 만들어주셔서 감사합니다,price,abstract_flavor_smell,,107320,"['가격', '좀', '있', '맛있', '자주', '사', '먹', '못하', '좋', '상품', '만들', '주', '셔서', '감사', '합니다']","['가격', '좀', '있', '맛있', '자주', '사', '먹', '못하', '좋', '상품', '만들', '주', '감사']","['가격', '은', '좀', '있지만', '맛있어요', '자주', '사', '먹지는', '못', '하겠지만', '좋은', '상품', '만들어주셔서', '감사합니다']"
한강주조,2,신맛과 단맛의 조화가 조금 아쉬웠어요,specific_flavor_smell,,,227157,"['신맛', '단맛', '조화', '조금', '아쉬웠']","['신', '맛', '단맛', '조화', '조금', '아쉽']","['신맛', '과', '단맛', '의', '조화', '가', '조금', '아쉬웠어요']"
배혜정도가,1,선물용 세트를 만드시면서 어떻게 잔을 검수도 안 하실 수 있으신 지유 양 바를 때 날카로운 뾰족한 무언가가 들어가서 하필 입 닿는 부분에 저렇게 마무리가 되었는데 전혀 살펴보지 않으시나 봅니다 제가 가기 전에 친정에 택배로 미리 보내놓은 건데 못 보고 사용하셨으면 어떻게 됐을까 아찔하네요,package,,,246876,"['선물', '세트', '만드', '어떻게', '잔', '검수', '안', '하', '실', '수', '있', '으신', '지유', '양', '바를', '때', '날카로운', '뾰족', '한', '무언가', '들어가', '하필', '입', '닿', '부분', '저렇', '마무리', '되', '전혀', '살펴보', '않', '봅니다', '제', '가', '전', '친정', '택배', '미리', '보내', '놓', '건데', '못', '보', '사용', '셨', '어떻게', '됐을까', '아찔']","['선물', '세트', '만들', '어떻', '잔', '검', '수도', '안', '하', '수', '있', '지유', '양', '바', '때', '날카롭', '뾰족', '무언', '가가', '들어가', '하필', '입', '닿', '부분', '저렇', '마무리', '되', '전혀', '살펴보', '않', '보', '제가', '가', '전', '친정', '택배', '미리', '보내', '놓', '걸', '못', '보', '사용', '어떻', '되', '아찔']","['선물', '용', '세트', '를', '만드시면서', '어떻게', '잔', '을', '검수', '도', '안', '하실', '수', '있으신', '지유', '양', '바를', '때', '날카로운', '뾰족', '한', '무언가', '가', '들어가서', '하필', '입', '닿는', '부분', '에', '저렇게', '마무리', '가', '되었는데', '전혀', '살펴보지', '않으시나', '봅니다', '제', '가', '가기', '전', '에', '친정', '에', '택배', '로', '미리', '보내놓은', '건데', '못', '보고', '사용', '하셨으면', '어떻게', '됐을까', '아찔하네요']"
배상면주가 고창LB,4,재구매 지인 추천으로 구입했는데 맛있어요 스파클링 복분ㅎㅎ,specific_flavor_smell,,,59598,"['재', '구매', '지인', '추천', '구입', '했', '맛있', '스파클', '복분']","['재', '구매', '지인', '추천', '구입', '맛있', '스파크', '링']","['재구매', '지인', '추천', '으로', '구입', '했는데', '맛있어요', '스파클링', '복', '분']"
박재서 안동소주,3,안전하고 꼼꼼한 포장 감사합니다,package,,,82122,"['안', '전하', '꼼꼼', '한', '포장', '감사', '합니다']","['안전', '꼼꼼', '포장', '감사']","['안전하고', '꼼꼼한', '포장', '감사합니다']"
문경주조,3,섞기 전과 섞은 후의 맛이 다름 섞기 전 맑은 천연 탄산의 스파클링 와인 느낌 뒷넘기에 쓴맛 알코올의 도수가 확 느껴짐 섞은 후 기존 막걸리의 탁함이 아니라 살짝 탁해졌다는 정도 뒷넘기의 쓴맛이 줄어 듦 개인적으론 섞기 전이 더 선호 오미자의 새콤함이 첫 맛이라면 뒷맛은 쓴맛이 두드러지는 듯,specific_flavor_smell,abv,abstract_flavor_smell,256085,"['섞', '전', '섞', '후', '맛', '다름', '섞', '전', '맑', '천연', '탄산', '스파클', '와인', '느낌', '뒷넘기', '쓴', '맛', '알코올', '도수', '확', '느껴짐', '섞', '후', '기존', '막걸리', '탁', '함', '아니', '살짝', '탁해졌', '정도', '뒷넘기', '쓴맛', '줄', '개인', '으론', '섞', '전', '더', '선호', '오미자', '새콤', '함', '첫', '맛', '이', '뒷맛', '쓴맛', '두드러지', '듯']","['섞', '전과', '섞', '후', '맛', '다르', '섞', '전', '맑', '천연', '탄산', '스파크', '링', '와인', '느낌', '뒷', '넘', '이', '쓴맛', '알코올', '도수', '확', '느끼', '지', '섞', '후', '기존', '막걸리', '탁하', '아니', '살짝', '탁', '지', '정도', '뒷', '넘', '쓴맛', '줄', '들', '개인', '섞', '전', '더', '선호', '오미자', '첫', '맛', '이', '뒷맛', '쓴맛', '두드러지', '듯']","['섞기', '전과', '섞은', '후의', '맛', '이', '다름', '섞기', '전', '맑은', '천연', '탄산', '의', '스파클링', '와인', '느낌', '뒷넘기', '에', '쓴맛', '알코올', '의', '도수', '가', '확', '느껴짐', '섞은', '후', '기존', '막걸리', '의', '탁함이', '아니라', '살짝', '탁해졌다는', '정도', '뒷넘기', '의', '쓴맛', '이', '줄어', '듦', '개인', '적', '으론', '섞기', '전이', '더', '선호', '오미자', '의', '새', '콤함', '이', '첫', '맛', '이', '라면', '뒷맛', '은', '쓴맛', '이', '두드러지는', '듯']"
한강주조,2,한 달 사용기 그냥저냥 슈퍼에서 사 먹을 수 있어요,none,,,47790,"['한', '달', '사용', '그냥저냥', '슈퍼', '사', '먹', '수', '있']","['한', '달', '사용', '이', '그냥저냥', '슈퍼', '사', '먹', '수', '있']","['한', '달', '사', '용기', '그냥', '저', '냥', '슈퍼', '에서', '사', '먹을', '수', '있어요']"
